"Year","Month","MonthT","Season","RiskRegion","Analyte","n","mean","sd","min","max","FullDate"
"1989","01","Jan","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","01","Jan","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 01"
"1989","02","Feb","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","02","Feb","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 02"
"1989","03","Mar","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","03","Mar","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 03"
"1989","04","Apr","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","04","Apr","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 04"
"1989","05","May","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","05","May","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 05"
"1989","06","Jun","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","06","Jun","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 06"
"1989","07","Jul","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","07","Jul","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 07"
"1989","08","Aug","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","08","Aug","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 08"
"1989","09","Sep","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","09","Sep","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 09"
"1989","10","Oct","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","10","Oct","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 10"
"1989","11","Nov","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","11","Nov","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 11"
"1989","12","Dec","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1989 12"
"1989","12","Dec","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1989 12"
"1990","01","Jan","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","01","Jan","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 01"
"1990","02","Feb","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","02","Feb","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 02"
"1990","03","Mar","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","03","Mar","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 03"
"1990","04","Apr","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","04","Apr","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 04"
"1990","05","May","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","05","May","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 05"
"1990","06","Jun","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","06","Jun","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 06"
"1990","07","Jul","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","07","Jul","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 07"
"1990","08","Aug","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","08","Aug","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 08"
"1990","09","Sep","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","09","Sep","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 09"
"1990","10","Oct","Dry","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","Confluence","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","South Delta","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","East Delta","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","10","Oct","Dry","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 10"
"1990","11","Nov","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","11","Nov","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 11"
"1990","12","Dec","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1990 12"
"1990","12","Dec","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1990 12"
"1991","01","Jan","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","NE Suisun","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","SW Suisun","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","SE Suisun","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Suisun Marsh","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Confluence","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Sacramento River","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","South Delta","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Yolo Bypass","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","East Delta","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Lower Sacramento River","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Lower San Joaquin River","copper",NA,NA,NA,NA,NA,"1991 01"
"1991","02","Feb","Wet","NW Suisun","copper",NA,NA,NA,NA,NA,"1991 02"
