"Year","Month","MonthT","Season","RiskRegion","Analyte","n","mean","sd","min","max","FullDate"
"1991","01","Jan","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 01"
"1991","01","Jan","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 01"
"1991","02","Feb","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","02","Feb","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 02"
"1991","03","Mar","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","03","Mar","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 03"
"1991","04","Apr","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","04","Apr","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 04"
"1991","05","May","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","05","May","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 05"
"1991","06","Jun","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","06","Jun","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 06"
"1991","07","Jul","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","07","Jul","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 07"
"1991","08","Aug","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","08","Aug","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 08"
"1991","09","Sep","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","09","Sep","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 09"
"1991","10","Oct","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","10","Oct","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 10"
"1991","11","Nov","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","11","Nov","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 11"
"1991","12","Dec","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1991 12"
"1991","12","Dec","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1991 12"
"1992","01","Jan","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","01","Jan","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 01"
"1992","02","Feb","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","02","Feb","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 02"
"1992","03","Mar","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","03","Mar","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 03"
"1992","04","Apr","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","04","Apr","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 04"
"1992","05","May","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","05","May","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 05"
"1992","06","Jun","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","06","Jun","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 06"
"1992","07","Jul","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","07","Jul","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 07"
"1992","08","Aug","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","08","Aug","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 08"
"1992","09","Sep","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","09","Sep","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 09"
"1992","10","Oct","Dry","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","East Delta","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","10","Oct","Dry","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 10"
"1992","11","Nov","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","11","Nov","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 11"
"1992","12","Dec","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1992 12"
"1992","12","Dec","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1992 12"
"1993","01","Jan","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","SW Suisun","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","SE Suisun","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","Suisun Marsh","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","Yolo Bypass","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","East Delta","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","Lower Sacramento River","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","01","Jan","Wet","Lower San Joaquin River","mercury",NA,NA,NA,NA,NA,"1993 01"
"1993","02","Feb","Wet","NW Suisun","mercury",NA,NA,NA,NA,NA,"1993 02"
"1993","02","Feb","Wet","NE Suisun","mercury",NA,NA,NA,NA,NA,"1993 02"
